Year,Gebietseinheit,Kategorien,GeoCode,Value
2016,Northeim,Neubau_Anteil,K03155,95.9
2016,Peine,Neubau_Anteil,K03157,92.4
2016,Wolfenbüttel,Neubau_Anteil,K03158,55.4
2016,Göttingen,Neubau_Anteil,K03159,90.7
2016,Hannover,Neubau_Anteil,K032,92.1
2016,Hannover Region,Neubau_Anteil,K03241,92.8
2016,Hannover Landeshauptstadt,Neubau_Anteil,K03241001,90.6
2016,Diepholz,Neubau_Anteil,K03251,90.4
2016,Hameln-Pyrmont,Neubau_Anteil,K03252,110.8
2016,Hildesheim,Neubau_Anteil,K03254,89.6
2016,Holzminden,Neubau_Anteil,K03255,93.1
2016,Nienburg (Weser),Neubau_Anteil,K03256,87.8
2016,Schaumburg,Neubau_Anteil,K03257,93.9
2016,Lüneburg,Neubau_Anteil,K033,90.9
2016,Celle,Neubau_Anteil,K03351,89.5
2016,Cuxhaven,Neubau_Anteil,K03352,92.9
2016,Harburg,Neubau_Anteil,K03353,95.4
2016,Lüchow-Dannenberg,Neubau_Anteil,K03354,50
2016,Lüneburg,Neubau_Anteil,K03355,86.6
2016,Osterholz,Neubau_Anteil,K03356,92.9
2016,Rotenburg (Wümme),Neubau_Anteil,K03357,93.2
2016,Heidekreis,Neubau_Anteil,K03358,90.3
2016,Stade,Neubau_Anteil,K03359,91.8
2016,Uelzen,Neubau_Anteil,K03360,82.6
2016,Verden,Neubau_Anteil,K03361,95.9
2016,Weser-Ems,Neubau_Anteil,K034,92.7
2016,Delmenhorst.Stadt,Neubau_Anteil,K03401,92.3
2016,Emden Stadt,Neubau_Anteil,K03402,85.4
2016,Oldenburg (Oldb) Stadt,Neubau_Anteil,K03403,97.1
2016,Osnabrück Stadt,Neubau_Anteil,K03404,93.2
2016,Wilhelmshaven Stadt,Neubau_Anteil,K03405,82.3
2016,Ammerland,Neubau_Anteil,K03451,95.2
2016,Aurich,Neubau_Anteil,K03452,96.5
2016,Cloppenburg,Neubau_Anteil,K03453,92.4
2016,Emsland,Neubau_Anteil,K03454,91.4
2016,Friesland,Neubau_Anteil,K03455,94.4
2016,Grafschaft Bentheim,Neubau_Anteil,K03456,96.9
2016,Leer,Neubau_Anteil,K03457,94.2
2016,Oldenburg,Neubau_Anteil,K03458,91.2
2016,Osnabrück,Neubau_Anteil,K03459,90.6
2016,Vechta,Neubau_Anteil,K03460,87.5
2016,Wesermarsch,Neubau_Anteil,K03461,95.1
2016,Wittmund,Neubau_Anteil,K03462,90.3
2017,Niedersachsen,Neubau_Anteil,K030,90.1
2017,Braunschweig,Neubau_Anteil,K031,87.8
2017,Braunschweig Stadt,Neubau_Anteil,K03101,92.3
2017,Salzgitter.Stadt,Neubau_Anteil,K03102,111.2
2017,Wolfsburg.Stadt,Neubau_Anteil,K03103,85.1
2017,Gifhorn,Neubau_Anteil,K03151,89.6
2017,Goslar,Neubau_Anteil,K03153,41.4
2017,Helmstedt,Neubau_Anteil,K03154,93.3
2017,Northeim,Neubau_Anteil,K03155,90.5
2017,Peine,Neubau_Anteil,K03157,89.6
2017,Wolfenbüttel,Neubau_Anteil,K03158,91.4
2017,Göttingen,Neubau_Anteil,K03159,85.7
2017,Hannover,Neubau_Anteil,K032,90.4
2017,Hannover Region,Neubau_Anteil,K03241,91.1
2017,Hannover Landeshauptstadt,Neubau_Anteil,K03241001,85.1
2017,Diepholz,Neubau_Anteil,K03251,88.5
2017,Hameln-Pyrmont,Neubau_Anteil,K03252,90.8
2017,Hildesheim,Neubau_Anteil,K03254,86.4
2017,Holzminden,Neubau_Anteil,K03255,83
2017,Nienburg (Weser),Neubau_Anteil,K03256,86.1
2017,Schaumburg,Neubau_Anteil,K03257,99
2017,Lüneburg,Neubau_Anteil,K033,92.4
2017,Celle,Neubau_Anteil,K03351,92.2
2017,Cuxhaven,Neubau_Anteil,K03352,93.2
2017,Harburg,Neubau_Anteil,K03353,96.2
2017,Lüchow-Dannenberg,Neubau_Anteil,K03354,100
2017,Lüneburg,Neubau_Anteil,K03355,94.8
2017,Osterholz,Neubau_Anteil,K03356,96.2
2017,Rotenburg (Wümme),Neubau_Anteil,K03357,90
2017,Heidekreis,Neubau_Anteil,K03358,93.7
2017,Stade,Neubau_Anteil,K03359,88.3
2017,Uelzen,Neubau_Anteil,K03360,83.8
2017,Verden,Neubau_Anteil,K03361,89.2
2017,Weser-Ems,Neubau_Anteil,K034,89.4
2017,Delmenhorst.Stadt,Neubau_Anteil,K03401,80
2017,Emden Stadt,Neubau_Anteil,K03402,51.6
2017,Oldenburg (Oldb) Stadt,Neubau_Anteil,K03403,80.8
2017,Osnabrück Stadt,Neubau_Anteil,K03404,73.9
2017,Wilhelmshaven Stadt,Neubau_Anteil,K03405,107
2017,Ammerland,Neubau_Anteil,K03451,90
2017,Aurich,Neubau_Anteil,K03452,94.3
2017,Cloppenburg,Neubau_Anteil,K03453,93.1
2017,Emsland,Neubau_Anteil,K03454,91.2
2017,Friesland,Neubau_Anteil,K03455,95.8
2017,Grafschaft Bentheim,Neubau_Anteil,K03456,93.6
2017,Leer,Neubau_Anteil,K03457,92
2017,Oldenburg,Neubau_Anteil,K03458,93.3
2017,Osnabrück,Neubau_Anteil,K03459,89.9
2017,Vechta,Neubau_Anteil,K03460,91.5
2017,Wesermarsch,Neubau_Anteil,K03461,93
2017,Wittmund,Neubau_Anteil,K03462,89
2018,Niedersachsen,Neubau_Anteil,K030,92.1
2018,Braunschweig,Neubau_Anteil,K031,91.3
2018,Braunschweig Stadt,Neubau_Anteil,K03101,90.5
2018,Salzgitter.Stadt,Neubau_Anteil,K03102,78.8
2018,Wolfsburg.Stadt,Neubau_Anteil,K03103,102.7
2018,Gifhorn,Neubau_Anteil,K03151,91.2
2018,Goslar,Neubau_Anteil,K03153,80.6
2018,Helmstedt,Neubau_Anteil,K03154,97.9
2018,Northeim,Neubau_Anteil,K03155,89.7
2018,Peine,Neubau_Anteil,K03157,91
2018,Wolfenbüttel,Neubau_Anteil,K03158,98.4
2018,Göttingen,Neubau_Anteil,K03159,84.9
2018,Hannover,Neubau_Anteil,K032,90.8
2018,Hannover Region,Neubau_Anteil,K03241,90
2018,Hannover Landeshauptstadt,Neubau_Anteil,K03241001,86.5
2018,Diepholz,Neubau_Anteil,K03251,90.6
2018,Hameln-Pyrmont,Neubau_Anteil,K03252,96.2
2018,Hildesheim,Neubau_Anteil,K03254,93.7
2018,Holzminden,Neubau_Anteil,K03255,89.9
2018,Nienburg (Weser),Neubau_Anteil,K03256,89.2
2018,Schaumburg,Neubau_Anteil,K03257,93.3
2018,Lüneburg,Neubau_Anteil,K033,94.2
2018,Celle,Neubau_Anteil,K03351,92.6
2018,Cuxhaven,Neubau_Anteil,K03352,95.6
2018,Harburg,Neubau_Anteil,K03353,93
2018,Lüchow-Dannenberg,Neubau_Anteil,K03354,71.7
2018,Lüneburg,Neubau_Anteil,K03355,90.3
2018,Osterholz,Neubau_Anteil,K03356,99.2
2018,Rotenburg (Wümme),Neubau_Anteil,K03357,96.8
2018,Heidekreis,Neubau_Anteil,K03358,93.3
2018,Stade,Neubau_Anteil,K03359,94.9
2018,Uelzen,Neubau_Anteil,K03360,98.9
2018,Verden,Neubau_Anteil,K03361,95.6
2018,Weser-Ems,Neubau_Anteil,K034,91.9
2018,Delmenhorst.Stadt,Neubau_Anteil,K03401,93.6
2018,Emden Stadt,Neubau_Anteil,K03402,83.3
2018,Oldenburg (Oldb) Stadt,Neubau_Anteil,K03403,94.5
2018,Osnabrück Stadt,Neubau_Anteil,K03404,87
2018,Wilhelmshaven Stadt,Neubau_Anteil,K03405,67.8
2018,Ammerland,Neubau_Anteil,K03451,94.3
2018,Aurich,Neubau_Anteil,K03452,96.7
2018,Cloppenburg,Neubau_Anteil,K03453,93.2
2018,Emsland,Neubau_Anteil,K03454,92.5
2018,Friesland,Neubau_Anteil,K03455,91.7
2018,Grafschaft Bentheim,Neubau_Anteil,K03456,92.7
2018,Leer,Neubau_Anteil,K03457,93.9
2018,Oldenburg,Neubau_Anteil,K03458,94.4
2018,Osnabrück,Neubau_Anteil,K03459,88.8
2018,Vechta,Neubau_Anteil,K03460,89
2018,Wesermarsch,Neubau_Anteil,K03461,88.4
2018,Wittmund,Neubau_Anteil,K03462,93.3
